,Sample.ID,X.2,X.1,ID,Experimenter,Mic..Plate,Tube.number,Tube.weight,Nest.Site,Date.opened,Date.closed,Sex,Dev.stage,Pollen.Weight,Treatment.Group,Vol..Treatment,X,Plate,sample.date,larval.weight,days.to.maturity,dead.on.exp.day,death.date,died,status,X5.May,X7.May,X10.May,X12.May,X14.May,X17.May,X19.May,X20.May,X21.May,X22.May,X23.May,X24.May,X25.May,X26.May,X27.May,X28.May,X29.May,X30.May,X31.May,X1.Jun,X2.Jun,X3.Jun,X4.Jun,X5.Jun,X6.Jun,X7.Jun,X8.Jun,X9.Jun,X10.Jun,X11.Jun,X12.Jun,X13.Jun,X14.Jun,X15.Jun,X16.Jun,X17.Jun,NOTES,closed.coccoon..y.only.,Treatment,time,mic.plate,date.out.of.fridge,date.emerged,did.not.emerge,date.dead,adult.weight,sex,notes
227,MTV144,623,382,NA,Maria,28,18,3.72,Maria,5/18/21,5/16/21,M,e,0.161,Difen Low,8.65,,28,6/2/21,0.0628,17,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,,sp,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,17,28,4/12/22,4/14/22,,,0.013,M,
228,MTV146,624,383,NA,Maria,31,18,3.72,Maria,5/18/21,5/16/21,M,e,0.125,Acetone,6.7,,31,6/6/21,0.0654,21,NA,NA,0,1,,,,,,,e,,fl,fl,,,,,,,,,,,,,,,sp,,,,,,,NA,NA,NA,NA,,,,Acetone,21,31,4/12/22,4/17/22,,,0.013,M,
229,MTV147,665,384,NA,Maria,31,18,3.72,Maria,5/18/21,5/16/21,M,e,0.117,None,NA,,31,6/4/21,0.0636,19,NA,NA,0,1,,,,,,,e,,fl,fl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,None,19,31,4/12/22,4/16/22,,,0.015,M,
230,MTV148,666,385,NA,Maria,31,18,3.72,Maria,5/18/21,5/16/21,M,e,0.133,Acetone,7.13,,31,6/5/21,0.0734,20,NA,NA,0,1,,,,,,,e,,fl,fl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Acetone,20,31,4/12/22,4/14/22,,,0.016,M,
231,MTV149,667,386,NA,Maria,31,19,4.72,Maria,5/19/21,5/16/21,F,fl,0.202,Cap High,10.8,,31,6/4/21,0.107,19,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Cap High,19,31,4/12/22,,x,4/12/22,NA,,
232,MTV150,668,388,NA,Maria,31,19,4.72,Maria,5/19/21,5/16/21,F,fl,0.234,None,NA,,31,6/5/21,0.1256,20,NA,NA,0,1,,,,,,,fl,,fl,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,None,20,31,4/12/22,4/18/22,,,0.028,F,
233,MTV152,669,389,NA,Maria,31,19,4.72,Maria,5/19/21,5/16/21,F,fl,0.223,Acetone,12,,31,6/7/21,0.1212,22,NA,NA,0,1,,,,,,,fl,,fl,dl,,,,,,,,,,,,,,,,sp,,,,,,NA,NA,NA,NA,,,,Acetone,22,31,4/12/22,4/18/22,,,0.029,F,
234,MTV154,670,390,NA,Maria,31,19,4.72,Maria,5/19/21,5/16/21,M,e,0.142,Cap Low,7.6,,31,6/4/21,0.0828,19,NA,NA,0,1,,,,,,,e,,fl,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,19,31,4/12/22,4/17/22,,,0.017,M,
235,MTV155,671,391,NA,Maria,31,20,4.38,Maria,5/19/21,5/17/21,F,fl,0.234,Cap Low,12.56,,31,6/7/21,0.1255,21,NA,NA,0,1,,,,,,,fl-x?,,fl-alive,dl,,,,,,,,,,,,,,,,sp,,,,,,NA,NA,NA,NA,,,,Cap Low,21,31,4/12/22,4/16/22,,,0.03,F,
236,MTV156,672,392,NA,Maria,31,20,4.38,Maria,5/19/21,5/17/21,F,fl,0.257,Difen High,13.83,,31,6/5/21,0.1407,19,NA,NA,0,1,,,,,,,fl,,fl,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen High,19,31,4/12/22,,x,,NA,,
237,MTV157,673,393,NA,Maria,31,20,4.38,Maria,5/19/21,5/17/21,M,e,0.12,Cap High,6.43,,31,6/3/21,0.0703,17,NA,NA,0,1,,,,,,,e,hl,fl,dl,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,17,31,4/12/22,4/15/22,,,0.017,M,
238,MTV158,674,394,NA,Maria,31,20,4.38,Maria,5/19/21,5/17/21,M,e,0.113,Cap Low,6.08,,31,6/2/21,0.0621,16,NA,NA,0,1,,,,,,,e,hl,fl,dl,,,,,,,,,,,sp,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,16,31,4/12/22,4/16/22,,,0.013,M,
239,MTV159,675,395,NA,Maria,31,20,4.38,Maria,5/19/21,5/17/21,M,e,0.134,Cap Low,7.18,,31,6/5/21,0.0723,19,NA,NA,0,1,,,,,,,e,hl,fl,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Cap Low,19,31,4/12/22,4/17/22,,,0.014,M,
240,MTV160,676,397,NA,Maria,31,20,4.38,Maria,5/19/21,5/17/21,M,e,0.106,None,NA,,31,6/3/21,0.0583,17,NA,NA,0,1,,,,,,,e,hl,fl,dl,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,None,17,31,4/12/22,4/15/22,,,0.013,M,
241,MTV161,677,398,NA,Maria,31,21,3.807,Maria,5/20/21,5/19/21,F,fl,0.218,Acetone,11.72,,31,6/5/21,0.1105,17,NA,NA,0,1,,,,,,,,,fl,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Acetone,17,31,4/12/22,4/18/22,,,0.027,F,
242,MTV162,678,399,NA,Maria,31,22,4.261,Maria,5/20/21,5/20/21,F,e,0.239,Difen Low,12.85,,31,6/8/21,0.103,19,NA,NA,0,1,,,,,,,,,fl,dl,,,,,,,,,,,,,,,,,sp,,,,,NA,NA,NA,NA,,,,Difen Low,19,31,4/12/22,4/21/22,,,0.023,F,
243,MTV164,679,400,NA,Maria,31,22,4.261,Maria,5/20/21,5/20/21,F,e,0.209,None,NA,,31,6/17/21,0.0917,28,NA,NA,0,1,,,,,,,,,e,hl,,,,,,sick,Tiny,,,,,,,,,,,,,,,NA,NA,NA,NA,sp,Tiny,,None,28,31,4/12/22,4/21/22,,,0.021,F,
244,MTV166,680,401,NA,Maria,31,22,4.261,Maria,5/20/21,5/20/21,F,e,0.221,Difen High,11.9,,31,6/7/21,0.1119,18,NA,NA,0,1,,,,,,,,,hl,fl,,,,,,,,,,,,,,,,sp,,,,,,NA,NA,NA,NA,,,,Difen High,18,31,4/12/22,4/21/22,,,0.023,F,
245,MTV167,681,402,NA,Maria,31,22,4.261,Maria,5/20/21,5/20/21,F,e,0.21,Cap High,11.32,,31,6/9/21,0.11,20,NA,NA,0,1,,,,,,,,,hl,fl,,,,,,,,,,,,,,,,,,sp,,,,NA,NA,NA,NA,,,,Cap High,20,31,4/12/22,4/21/22,,,0.024,F,
246,MTV168,682,403,NA,Maria,31,22,4.261,Maria,5/20/21,5/20/21,M,e,0.143,Difen High,7.69,,31,6/5/21,0.0685,16,NA,NA,0,1,,,,,,,,,hl,fl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen High,16,31,4/12/22,4/17/22,,,0.014,M,
247,MTV169,683,404,NA,Maria,31,22,4.261,Maria,5/20/21,5/20/21,M,e,0.124,None,NA,,31,6/6/21,0.0604,17,NA,NA,0,1,,,,,,,,,hl,fl,,,,,,,,,,,,,,,sp,,,,,,,NA,NA,NA,NA,,,,None,17,31,4/12/22,4/16/22,,,0.013,M,
248,MTV17,110,405,NA,Maria,3,3,4.73,Maria,5/7/21,5/6/21,F,e,0.2542,Cap High,13.67,,3,5/26/21,0.1285,20,NA,NA,0,1,,fl,dl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,20,3,4/12/22,4/19/22,,,0.033,F,
249,MTV18,111,406,NA,Maria,3,3,4.73,Maria,5/7/21,5/6/21,F,e,0.2403,Cap High,12.92,,3,5/26/21,0.122,20,NA,NA,0,1,,fl,dl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,20,3,4/12/22,4/18/22,,,0.029,F,
250,MTV22,115,411,NA,Maria,3,4,4.57,Nathalia,5/8/21,5/5/21,M,hl,0.1469,None,7.9,,3,5/26/21,0.0842,21,NA,NA,0,1,,empty,fl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,21,3,4/12/22,4/14/22,,,0.018,M,
251,MTV25,267,414,NA,Maria,11,5,3.55,Maria,5/8/21,5/6/21,F,hl,0.1775,Cap High,9.54,,11,5/27/21,0.0805,21,NA,NA,0,1,,,fl,fl,dl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,21,11,4/12/22,4/16/22,,,0.018,M,
252,MTV28,268,417,NA,Maria,11,5,3.55,Maria,5/8/21,5/6/21,M,hl,0.1602,Cap High,8.61,,11,5/26/21,0.0725,20,NA,NA,0,1,,,fl,fl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,20,11,4/12/22,4/17/22,,,0.014,M,
253,MTV29,269,418,NA,Maria,11,5,3.55,Maria,5/8/21,5/6/21,M,hl,0.1644,Acetone,8.84,,11,5/29/21,0.0773,23,NA,NA,0,1,,,fl,fl,dl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,23,11,4/12/22,4/17/22,,,0.017,M,
254,MTV30,270,420,NA,Maria,11,5,3.55,Maria,5/8/21,5/6/21,M,hl,0.108,None,5.81,,11,6/2/21,0.0529,27,NA,NA,0,1,,,fl,fl,dl,dl,dl,dl,dl,,,,,,,,,,,,0.0529,,,,,,,,,,,NA,NA,NA,NA,,,,None,27,11,4/12/22,,x,,NA,,
255,MTV31,271,421,NA,Maria,11,6,4.08,Nathalia,5/10/21,5/4/21,F,hl,0.227,None,12.2,,11,5/26/21,0.125,22,NA,NA,0,1,,,fl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,22,11,4/12/22,4/16/22,,,0.028,F,
256,MTV32,272,422,NA,Maria,11,6,4.08,Nathalia,5/10/21,5/4/21,F,hl,0.23,Cap Low,12.34,,11,5/26/21,0.1114,22,NA,NA,0,1,,,fl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,22,11,4/12/22,4/17/22,,,0.028,F,
257,MTV33,273,423,NA,Maria,11,6,4.08,Nathalia,5/10/21,5/4/21,F,hl,0.23,Difen High,12.34,,11,5/28/21,0.1293,24,NA,NA,0,1,,,fl,dl,dl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,24,11,4/12/22,4/16/22,,,0.029,F,
258,MTV34,274,424,NA,Maria,11,6,4.08,Nathalia,5/10/21,5/4/21,F,hl,0.224,Cap High,12.06,,11,5/26/21,0.1227,22,NA,NA,0,1,,,fl,fl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,22,11,4/12/22,4/17/22,,,0.029,F,
259,MTV35,275,425,NA,Maria,11,6,4.08,Nathalia,5/10/21,5/4/21,M,hl,0.155,Acetone,8.35,,11,5/26/21,0.0875,22,NA,NA,0,1,,,fl,fl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,22,11,4/12/22,4/14/22,,,0.019,M,
260,MTV36,276,426,NA,Maria,11,6,4.08,Nathalia,5/10/21,5/4/21,M,hl,0.119,None,6.4,,11,5/26/21,0.0677,22,NA,NA,0,1,,,fl,fl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,22,11,4/12/22,4/15/22,,,0.015,M,
261,MTV39,278,429,NA,Maria,11,6,4.08,Nathalia,5/10/21,5/4/21,M,e,0.14,Cap Low,7.54,,11,5/31/21,0.0677,27,NA,NA,0,1,,,e,hl,hl,,,,,,,sick,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,27,11,4/12/22,,x,,NA,,
262,MTV42,280,433,NA,Maria,11,7,4.72,Mark,5/11/21,5/10/21,F,hl,0.258,Cap High,13.88,,11,5/31/21,0.1094,21,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,21,11,4/12/22,,x,,NA,,
263,MTV46,283,437,NA,Maria,11,7,4.72,Mark,5/11/21,5/10/21,M,hl,0.227,Cap High,12.2,,11,5/27/21,0.1123,17,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,17,11,4/12/22,4/15/22,,,0.023,M,
264,MTV49,410,440,NA,Maria,18,8,4.2,Moreau,5/11/21,5/9/21,F,hl,0.155,None,8.34,,18,5/31/21,0.1083,22,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,22,18,4/12/22,4/15/22,,,0.024,F,
265,MTV5,119,441,NA,Maria,3,2,5.19,Maria,5/7/21,5/6/21,M,e,0.1322,Difen Low,7.11,,3,5/29/21,0.0611,23,NA,NA,0,1,,e,fl,fl,dl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Difen Low,23,3,4/12/22,4/14/22,,,0.014,M,
266,MTV50,411,442,NA,Maria,18,8,4.2,Moreau,5/11/21,5/9/21,M,hl,0.137,Difen High,7.37,,18,5/30/21,0.0803,21,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,21,18,4/12/22,4/14/22,,,0.019,M,
267,MTV51,412,443,NA,Maria,18,8,4.2,Moreau,5/11/21,5/9/21,M,hl,0.137,Acetone,7.37,,18,5/31/21,0.0725,22,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,22,18,4/12/22,4/16/22,,,0.015,M,
268,MTV52,413,444,NA,Maria,18,8,4.2,Moreau,5/11/21,5/9/21,M,hl,0.136,Cap Low,7.31,,18,5/26/21,0.0728,17,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,17,18,4/12/22,4/16/22,,,0.016,M,
269,MTV53,414,445,NA,Maria,18,8,4.2,Moreau,5/11/21,5/9/21,M,hl,0.122,Cap Low,6.57,,18,5/27/21,0.0699,18,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,18,18,4/12/22,4/16/22,,,0.015,M,
270,MTV54,415,446,NA,Maria,18,8,4.2,Moreau,5/11/21,5/9/21,M,hl,0.117,Acetone,6.3,,18,5/26/21,0.0673,17,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,17,18,4/12/22,4/17/22,,,0.015,M,
271,MTV55,416,447,NA,Maria,18,9,4.6,Bryan,5/11/21,5/11/21,F,e,0.257,Acetone,13.8,,18,5/31/21,0.0921,20,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,20,18,4/12/22,4/16/22,,,0.029,F,
272,MTV58,417,450,NA,Maria,18,9,4.6,Bryan,5/11/21,5/11/21,F,e,0.2978,Acetone,16.01,,18,5/31/21,0.1263,20,NA,NA,0,1,,,,hl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,20,18,4/12/22,4/16/22,,,0.032,F,
273,MTV6,120,452,NA,Maria,3,2,5.19,Maria,5/7/21,5/6/21,M,e,0.1501,Cap Low,8.07,,3,5/29/21,0.0701,23,NA,NA,0,1,,e,fl,fl,dl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Cap Low,23,3,4/12/22,4/14/22,,,0.016,M,
274,MTV60,418,453,NA,Maria,18,9,4.6,Bryan,5/11/21,5/11/21,F,e,0.2137,Cap High,11.49,,18,5/30/21,0.1157,19,NA,NA,0,1,,,,hl,fl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,19,18,4/12/22,4/17/22,,,0.025,F,
275,MTV61,419,454,NA,Maria,18,9,4.6,Bryan,5/11/21,5/11/21,M,e,0.1395,None,7.5,,18,5/26/21,0.0716,15,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,15,18,4/12/22,4/14/22,,,0.014,M,
276,MTV62,420,455,NA,Maria,18,9,4.6,Bryan,5/11/21,5/11/21,M,e,0.1208,Difen Low,6.5,,18,5/27/21,0.0645,16,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,16,18,4/12/22,4/14/22,,,0.015,M,
277,MTV65,421,458,NA,Maria,18,9,4.6,Bryan,5/11/21,5/11/21,M,e,0.1352,Cap High,7.27,,18,5/29/21,0.0681,18,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Cap High,18,18,4/12/22,4/14/22,,,0.015,M,
278,MTV66,422,459,NA,Maria,18,9,4.6,Bryan,5/11/21,5/11/21,M,e,0.1247,Cap Low,6.7,,18,5/28/21,0.0618,17,NA,NA,0,1,,,,e,fl,fl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,17,18,4/12/22,4/15/22,,,0.013,M,
279,MTV67,423,460,NA,Maria,18,10,4.47,Maria,5/14/21,5/13/21,F,e,0.1542,Acetone,8.29,,18,6/1/21,0.0732,19,NA,NA,0,1,,,,empty,e,fl,dl,dl,dl,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,19,18,4/12/22,4/14/22,,,0.017,M,
280,MTV68,424,461,NA,Maria,18,10,4.47,Maria,5/14/21,5/13/21,F,e,0.2132,Difen High,11.46,,18,5/31/21,0.1114,18,NA,NA,0,1,,,,empty,e,fl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,18,18,4/12/22,4/17/22,,,0.023,F,
281,MTV69,425,462,NA,Maria,18,10,4.47,Maria,5/14/21,5/13/21,F,e,0.2484,None,NA,,18,6/5/21,0.1217,23,NA,NA,0,1,,,,e,x,x,x,x,x,,,x,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,None,23,18,4/12/22,4/18/22,,,0.027,F,
282,MTV7,121,463,NA,Maria,3,2,5.19,Maria,5/7/21,5/6/21,M,e,0.1545,Acetone,8.31,,3,5/30/21,0.0705,24,NA,NA,0,1,,e,fl,dl,dl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,24,3,4/12/22,4/14/22,,,0.017,M,
283,MTV70,426,464,NA,Maria,18,10,4.47,Maria,5/14/21,5/13/21,F,e,0.2567,Cap Low,13.8,,18,6/5/21,0.076,23,NA,NA,0,1,,,,hl,x,x,x,x,x,,,x,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Cap Low,23,18,4/12/22,4/14/22,,,0.024,M,
284,MTV71,427,465,NA,Maria,18,10,4.47,Maria,5/14/21,5/13/21,M,e,0.1323,Cap Low,7.1,,18,6/3/21,0.0649,21,NA,NA,0,1,,,,empty,e,fl,fl,fl,dl,,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,21,18,4/12/22,4/15/22,,,0.015,M,
285,MTV72,428,466,NA,Maria,18,10,4.47,Maria,5/14/21,5/13/21,M,e,0.1624,Cap High,8.73,,18,6/3/21,0.0774,21,NA,NA,0,1,,,,empty,e,fl,fl,fl,dl,,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,21,18,4/12/22,4/14/22,,,0.018,M,
286,MTV73,564,467,NA,Maria,25,10,4.47,Maria,5/14/21,5/13/21,M,e,0.1467,Difen Low,7.89,,25,6/6/21,0.0687,24,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,,,,sp,,,,,,,NA,NA,NA,NA,,,,Difen Low,24,25,4/12/22,4/14/22,,,0.017,M,
287,MTV74,565,468,NA,Maria,25,10,4.47,Maria,5/14/21,5/13/21,M,e,0.1563,Difen Low,8.4,,25,6/3/21,0.0791,21,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,y,Difen Low,21,25,4/12/22,4/14/22,,,0.019,M,
288,MTV75,566,469,NA,Maria,25,10,4.47,Maria,5/14/21,5/13/21,M,e,0.1392,Difen Low,7.5,,25,6/3/21,0.0723,21,NA,NA,0,1,,,,,,hl,fl,fl,dl,,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,21,25,4/12/22,4/15/22,,,0.017,M,
289,MTV76,567,470,NA,Maria,25,11,4.85,Comstock,5/14/21,5/13/21,F,e,0.2227,Cap Low,11.97,,25,5/31/21,0.1266,18,NA,NA,0,1,,,,,,fl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,18,25,4/12/22,4/16/22,,,0.025,F,
290,MTV77,568,471,NA,Maria,25,11,4.85,Comstock,5/14/21,5/13/21,F,e,0.2109,Acetone,11.34,,25,5/27/21,0.1119,14,NA,NA,0,1,,,,,,fl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,14,25,4/12/22,4/19/22,,,0.023,F,
291,MTV78,569,472,NA,Maria,25,11,4.85,Comstock,5/14/21,5/13/21,F,e,0.2585,Difen High,13.9,,25,6/3/21,0.1205,21,NA,NA,0,1,,,,,,fl,dl,dl,dl,,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,y,Difen High,21,25,4/12/22,4/18/22,,,0.027,F,
292,MTV8,122,473,NA,Maria,3,2,5.19,Maria,5/7/21,5/6/21,F,e,0.1944,Difen High,10.45,,3,5/29/21,0.0932,23,NA,NA,0,1,,e,fl,dl,dl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Difen High,23,3,4/12/22,4/17/22,,,0.023,F,
293,MTV81,570,474,NA,Maria,25,11,4.85,Comstock,5/14/21,5/13/21,F,e,0.248,Cap Low,13.3,,25,6/5/21,0.1233,23,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Cap Low,23,25,4/12/22,4/16/22,,,0.032,F,
294,MTV82,571,475,NA,Maria,25,11,4.85,Comstock,5/14/21,5/13/21,M,e,0.2055,Cap High,11.05,,25,6/4/21,0.1059,22,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Cap High,22,25,4/12/22,4/17/22,,,0.025,F,
295,MTV83,572,476,NA,Maria,25,12,4.8,Comstock,5/14/21,5/13/21,F,e,0.3116,None,NA,,25,5/29/21,0.1598,16,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,None,16,25,4/12/22,4/18/22,,,0.031,F,
296,MTV84,573,477,NA,Maria,25,12,4.8,Comstock,5/14/21,5/13/21,F,e,0.291,Cap Low,15.64,,25,5/29/21,0.1341,16,NA,NA,0,1,,,,,,fl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Cap Low,16,25,4/12/22,4/17/22,,,0.031,F,
297,MTV85,574,478,NA,Maria,25,12,4.8,Comstock,5/14/21,5/13/21,F,e,0.281,None,NA,,25,5/31/21,0.1349,18,NA,NA,0,1,,,,,,fl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,18,25,4/12/22,4/16/22,,,0.029,F,
298,MTV86,575,479,NA,Maria,25,12,4.8,Comstock,5/14/21,5/13/21,F,e,0.279,None,NA,,25,5/29/21,0.1077,16,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,None,16,25,4/12/22,4/18/22,,,0.031,F,
299,MTV87,576,480,NA,Maria,25,12,4.8,Comstock,5/14/21,5/13/21,F,e,0.277,Difen High,14.89,,25,6/7/21,0.1325,25,NA,NA,0,1,,,,,,fl,fl,fl,fl-sick,,,,,,,,,,,,,,,,,sp,,,,,,NA,NA,NA,NA,,,,Difen High,25,25,4/12/22,4/17/22,,,0.027,F,
300,MTV88,577,481,NA,Maria,25,12,4.8,Comstock,5/14/21,5/13/21,M,e,0.144,Cap High,7.74,,25,6/1/21,0.0835,19,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,19,25,4/12/22,4/14/22,,,0.018,M,
301,MTV9,123,482,NA,Maria,3,2,5.19,Maria,5/7/21,5/6/21,F,e,0.2543,None,13.67,,3,5/29/21,0.1156,23,NA,NA,0,1,,e,fl,dl,dl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,None,23,3,4/12/22,4/17/22,,,0.027,F,
302,MTV90,578,483,NA,Maria,25,12,4.8,Comstock,5/14/21,5/13/21,M,e,0.17,Difen High,9.1,,25,5/30/21,0.0888,17,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,17,25,4/12/22,4/14/22,,,0.017,M,
303,MTV91,579,484,NA,Maria,25,12,4.8,Comstock,5/14/21,5/13/21,M,e,0.152,Difen High,8.15,,25,5/31/21,0.0783,18,NA,NA,0,1,,,,,,hl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,y,Difen High,18,25,4/12/22,4/14/22,,,0.016,M,
304,MTV92,580,485,NA,Maria,25,13,4.54,Mark,5/14/21,5/13/21,F,e,0.244,Acetone,13.1,,25,5/31/21,0.1317,18,NA,NA,0,1,,,,,,fl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,18,25,4/12/22,4/17/22,,,0.027,F,
